Target,PE_Firm,Entry_Transaction_ID,Entry_Date,Exit_Transaction_ID,Exit_Date,reprisk_id,Company,sectors,no_reported_risk_exposure
Monsoon Inc.,"Oak Hill Capital Management, LLC",,,SPTRD229508,2017-02-09,1248219,Monsoon Inc.,Software and Computer Services,True
"Morton Industrial Group, Inc.","Three Cities Research, Inc.",SPTRD1126080,1998-12-31,,,1418339,"Morton Industrial Group, Inc.",Automobiles and Parts,True
"Morton Industrial Group, Inc.",Matcor-Matsu Group Inc.,SPTRD666515,2009-06-26,,,1418339,"Morton Industrial Group, Inc.",Automobiles and Parts,True
"Morton Industrial Group, Inc.","Brazos Private Equity Partners, LLC",SPTRD684917,2006-08-25,SPTRD666515,2009-06-26,1418339,"Morton Industrial Group, Inc.",Automobiles and Parts,True
"Morton Industrial Group, Inc.","Morton Industrial Group, Inc. (:MGRP)",,,SPTRD1126080,1998-12-31,1418339,"Morton Industrial Group, Inc.",Automobiles and Parts,True
"Morton Industrial Group, Inc.","Prism Mezzanine Fund SBIC, L.P.",,,SPTRD684917,2006-08-25,1418339,"Morton Industrial Group, Inc.",Automobiles and Parts,True
"Morton Industrial Group, Inc.",Prism Capital Corporation,,,SPTRD684917,2006-08-25,1418339,"Morton Industrial Group, Inc.",Automobiles and Parts,True
"Motionbox, Inc.",Snapfish2 LLC,SPTRD626873,2010-07-12,,,1457104,"Motionbox, Inc.",Software and Computer Services,True
"Motionbox, Inc.",Snapfish2 LLC,SPTRD626873,2010-07-12,,,2182938,"Motionbox, Inc.",Media,True
"Motionbox, Inc.","Canaan Management, Inc.",,,SPTRD626873,2010-07-12,1457104,"Motionbox, Inc.",Software and Computer Services,True
"Motionbox, Inc.","Canaan Management, Inc.",,,SPTRD626873,2010-07-12,2182938,"Motionbox, Inc.",Media,True
"Motionbox, Inc.",Highbridge Principal Strategies Growth Equity,,,SPTRD626873,2010-07-12,1457104,"Motionbox, Inc.",Software and Computer Services,True
"Motionbox, Inc.",Highbridge Principal Strategies Growth Equity,,,SPTRD626873,2010-07-12,2182938,"Motionbox, Inc.",Media,True
"Motionbox, Inc.",SAS Investors,,,SPTRD626873,2010-07-12,1457104,"Motionbox, Inc.",Software and Computer Services,True
"Motionbox, Inc.",SAS Investors,,,SPTRD626873,2010-07-12,2182938,"Motionbox, Inc.",Media,True
"Movie Tavern, Inc.","Southern Theatres, LLC",SPTRD189443,2013-09-12,,,1217558,"Movie Tavern, Inc.",Personal and Household Goods,True
"Movie Tavern, Inc.",Copper Beech Capital,SPTRD743606,2006-12-31,,,1217558,"Movie Tavern, Inc.",Personal and Household Goods,True
"Movie Tavern, Inc.","Movie Tavern, Inc.",,,SPTRD189443,2013-09-12,1217558,"Movie Tavern, Inc.",Personal and Household Goods,True
"mPay Gateway, Inc.","Payspan, Inc.",SPTRD187628,2013-06-18,,,1334139,"mPay Gateway, Inc.",Health Care Equipment and Services,True
"mPay Gateway, Inc.","mPay Gateway, Inc.",,,SPTRD187628,2013-06-18,1334139,"mPay Gateway, Inc.",Health Care Equipment and Services,True
"Mr. Bult's, Inc.",Evercore Capital Partners,SPTRD728537,2006-04-28,,,1451134,"Mr. Bult's, Inc.",Automobiles and Parts,True
"Mr. Bult's, Inc.","Evercore Capital Partners II, L.P.",SPTRD728537,2006-04-28,,,1451134,"Mr. Bult's, Inc.",Automobiles and Parts,True
"Mr. Bult's, Inc.","Mr. Bult's, Inc.",,,SPTRD728537,2006-04-28,1451134,"Mr. Bult's, Inc.",Automobiles and Parts,True
"MRU Holdings, Inc.","SuNOVA Partners, L.P.",SPTRD534445,2006-10-31,,,2432995,"MRU Holdings, Inc.",Technology Hardware and Equipment | Financial Services,True
"MRU Holdings, Inc.","Sunova, LLC",SPTRD534445,2006-10-31,,,2432995,"MRU Holdings, Inc.",Technology Hardware and Equipment | Financial Services,True
"MRU Holdings, Inc.",LB I Group Inc.,SPTRD534445,2006-10-31,,,2432995,"MRU Holdings, Inc.",Technology Hardware and Equipment | Financial Services,True
"MRU Holdings, Inc.","Nomura Holding America, Inc.",,,SPTRD534445,2006-10-31,2432995,"MRU Holdings, Inc.",Technology Hardware and Equipment | Financial Services,True
"MS Financial, Inc.",GTCR LLC,SPTRD1381129,1994-01-31,,,61849,"MS Financial, Inc.",Financial Services,False
"MS Financial, Inc.","GTCR Fund IV, L.P.",SPTRD1381129,1994-01-31,,,61849,"MS Financial, Inc.",Financial Services,False
"MS Financial, Inc.","MS Financial, Inc. (:MSFI)",,,SPTRD1381129,1994-01-31,61849,"MS Financial, Inc.",Financial Services,False
"mSnap, Inc.","Marketron Broadcast Solutions, LLC",SPTRD154663,2010-09-29,,,1070018,"mSnap, Inc.",Support Services (Industrial Goods and Services),True
"mSnap, Inc.","SmartReply, Inc.",,,SPTRD154663,2010-09-29,1070018,"mSnap, Inc.",Support Services (Industrial Goods and Services),True
"MultiPlan, Inc.",Hellman & Friedman LLC,SPTRD287946,2016-06-06,,,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",GIC Private Limited,SPTRD287946,2016-06-06,,,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.","Leonard Green & Partners, L.P.",SPTRD287946,2016-06-06,,,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",SALVEPAR,SPTRD312627,2014-02-17,SPTRD287946,2016-06-06,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.","Starr Investment Holdings, LLC",SPTRD312627,2014-02-17,SPTRD287946,2016-06-06,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",Partners Group Holding AG (SWX:PGHN),SPTRD312627,2014-02-17,,,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",The Carlyle Group Inc. (NASDAQGS:CG),SPTRD576232,2006-04-13,,,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.","Carlyle Partners IV, L.P.",SPTRD576232,2006-04-13,,,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.","General Atlantic Service Company, L.P.",,,SPTRD576232,2006-04-13,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.","Silver Lake Technology Management, L.L.C.",,,SPTRD312627,2014-02-17,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",BC Partners LLP,,,SPTRD312627,2014-02-17,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.","Silver Lake Partners III, L.P.",,,SPTRD312627,2014-02-17,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",BC European Cap VIII,,,SPTRD312627,2014-02-17,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.","Quilvest Capital Partners Management,LLC",,,SPTRD312627,2014-02-17,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",Ardian SAS,,,SPTRD287946,2016-06-06,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiPlan, Inc.",Partners Group (USA) Inc.,,,SPTRD287946,2016-06-06,101846,"MultiPlan, Inc.",Health Care Equipment and Services,False
"MultiView, Inc.",The Stagwell Group LLC,SPTRD1563959,2019-04-09,,,208148,"MultiView, Inc.",Media | Software and Computer Services,True
"MultiView, Inc.",Warburg Pincus LLC,SPTRD160222,2008-06-30,SPTRD1563959,2019-04-09,208148,"MultiView, Inc.",Media | Software and Computer Services,True
"MultiView, Inc.","MultiView, Inc.",,,SPTRD160222,2008-06-30,208148,"MultiView, Inc.",Media | Software and Computer Services,True
"MusicNet, Inc.",Baker Capital Corp.,SPTRD724505,2005-04-12,,,2144813,"MusicNet, Inc.",Financial Services,True
"MusicNet, Inc.",Bertelsmann SE & Co. KGaA,,,SPTRD724505,2005-04-12,2144813,"MusicNet, Inc.",Financial Services,True
"MusicNet, Inc.","Sony Music Entertainment, Inc.",,,SPTRD724505,2005-04-12,2144813,"MusicNet, Inc.",Financial Services,True
"MusicNet, Inc.",Maltby Capital Limited (:EMI),,,SPTRD724505,2005-04-12,2144813,"MusicNet, Inc.",Financial Services,True
"MusicNet, Inc.","RealNetworks, Inc. (:RNWK)",,,SPTRD724505,2005-04-12,2144813,"MusicNet, Inc.",Financial Services,True
"MusicNet, Inc.","Warner Media, LLC (:TWX)",,,SPTRD724505,2005-04-12,2144813,"MusicNet, Inc.",Financial Services,True
Muze Inc.,TiVo Corporation (:TIVO),SPTRD145532,2009-04-30,,,1062433,Muze Inc.,Software and Computer Services,True
Muze Inc.,"Muze, Inc.",,,SPTRD145532,2009-04-30,1062433,Muze Inc.,Software and Computer Services,True
"Muze, Inc.",Enterprise Partners Venture Capital,SPTRD732619,2005-05-19,,,1062433,"Muze, Inc.",Software and Computer Services,True
"Muze, Inc.","Muze, Inc.",,,SPTRD732619,2005-05-19,1062433,"Muze, Inc.",Software and Computer Services,True
MxEnergy Holdings Inc.,"Constellation Energy Resources, LLC",SPTRD157909,2011-07-01,,,1244720,MxEnergy Holdings Inc.,Utilities,True
MxEnergy Holdings Inc.,MxEnergy Holdings Inc.,,,SPTRD157909,2011-07-01,1244720,MxEnergy Holdings Inc.,Utilities,True
"Myspace, Inc.",Specific Media LLC,SPTRD158618,2011-06-29,,,75965,"Myspace, Inc.",Media,False
"Myspace, Inc.",TFCF Corporation (:TFCF.A),,,SPTRD158618,2011-06-29,75965,"Myspace, Inc.",Media,False
"MyWebGrocer, Inc.","Mi9 Retail, Inc.",SPTRD1494925,2018-10-15,,,611492,"MyWebGrocer, Inc.",Software and Computer Services,True
"MyWebGrocer, Inc.","HGGC, LLC",SPTRD187425,2013-05-31,SPTRD1494925,2018-10-15,611492,"MyWebGrocer, Inc.",Software and Computer Services,True
"MyWebGrocer, Inc.","MyWebGrocer, Inc.",,,SPTRD187425,2013-05-31,611492,"MyWebGrocer, Inc.",Software and Computer Services,True
"National Penn Bancshares, Inc.",Warburg Pincus LLC,SPTRD868277,2011-09-16,,,10462,"National Penn Bancshares, Inc.",Banks,True
"National Penn Bancshares, Inc.","National Penn Bancshares, Inc. (:NPBC)",,,SPTRD868277,2011-09-16,10462,"National Penn Bancshares, Inc.",Banks,True
"NationsBuilders Insurance Services, Inc.","Align financial holdings, LLC",SPTRD1903333,2021-08-25,,,1292724,"NationsBuilders Insurance Services, Inc.",Financial Services,True
"NationsBuilders Insurance Services, Inc.","SunTx Capital Partners, LP",SPTRD1903961,2015-12-31,SPTRD1903333,2021-08-25,1292724,"NationsBuilders Insurance Services, Inc.",Financial Services,True
"NationsBuilders Insurance Services, Inc.","NationsBuilders Insurance Services, Inc.",,,SPTRD1903333,2021-08-25,1292724,"NationsBuilders Insurance Services, Inc.",Financial Services,True
Nationstar Mortgage Holdings Inc.,Mr. Cooper Group Inc. (NASDAQCM:COOP),SPTRD1367575,2018-07-31,,,101851,Nationstar Mortgage Holdings Inc.,Financial Services,False
Nationstar Mortgage Holdings Inc.,Fortress Investment Group LLC (:FIG),,,SPTRD1367575,2018-07-31,101851,Nationstar Mortgage Holdings Inc.,Financial Services,False
"Navigant Consulting, Inc.",Guidehouse LLP,SPTRD1603053,2019-10-11,,,11658,"Navigant Consulting, Inc.",Support Services (Industrial Goods and Services) | Software and Computer Services | Financial Services,True
"Navigant Consulting, Inc.","Navigant Consulting, Inc. (:NCI)",,,SPTRD1603053,2019-10-11,11658,"Navigant Consulting, Inc.",Support Services (Industrial Goods and Services) | Software and Computer Services | Financial Services,True
Neptune Financial Inc.,Zilch Technology Limited,SPTRD1899583,2021-08-11,,,1270224,Neptune Financial Inc.,Financial Services,True
Neptune Financial Inc.,"Sands Capital Ventures, LLC",,,SPTRD1899583,2021-08-11,1270224,Neptune Financial Inc.,Financial Services,True
"NESS Technologies, Inc.",Citi Venture Capital International,SPTRD414341,2008-03-18,,,38036,"NESS Technologies, Inc.",Software and Computer Services,True
"NESS Technologies, Inc.","Warburg Pincus Netherlands Equity Partners I, C.V",,,SPTRD414341,2008-03-18,38036,"NESS Technologies, Inc.",Software and Computer Services,True
"NESS Technologies, Inc.",Warburg Pincus LLC,,,SPTRD414341,2008-03-18,38036,"NESS Technologies, Inc.",Software and Computer Services,True
"NESS Technologies, Inc.",Wolfson Group,,,SPTRD414341,2008-03-18,38036,"NESS Technologies, Inc.",Software and Computer Services,True
"NESS Technologies, Inc.","Warburg Pincus Netherlands Equity Partners III, C.V",,,SPTRD414341,2008-03-18,38036,"NESS Technologies, Inc.",Software and Computer Services,True
"NetCom Technologies, Inc.","Willis, Stein & Partners III, L.P.",SPTRD1188417,2000-11-30,,,1984812,"NetCom Technologies, Inc.",Support Services (Industrial Goods and Services),True
"NetCom Technologies, Inc.","Willis Stein & Partners, L.L.C.",SPTRD1188417,2000-11-30,,,1984812,"NetCom Technologies, Inc.",Support Services (Industrial Goods and Services),True
"NetCom Technologies, Inc.","FDH Infrastructure Services, LLC",,,SPTRD1188417,2000-11-30,1984812,"NetCom Technologies, Inc.",Support Services (Industrial Goods and Services),True
"NetRatings, Inc.","Nielsen Media Research, Inc. (:NMR)",SPTRD132138,2007-06-22,,,615143,"NetRatings, Inc.",Telecommunications,True
"NetRatings, Inc.","NetRatings, Inc. (:NTRT)",,,SPTRD132138,2007-06-22,615143,"NetRatings, Inc.",Telecommunications,True
"NetSpend Holdings, Inc.","Total System Services, Inc. (:TSS)",SPTRD169599,2013-07-01,,,95550,"NetSpend Holdings, Inc.",Financial Services,False
"NetSpend Holdings, Inc.","NetSpend Holdings, Inc. (:NTSP)",,,SPTRD169599,2013-07-01,95550,"NetSpend Holdings, Inc.",Financial Services,False
"Network Communications, Inc.","Costar Realty Information, Inc.",SPTRD201743,2015-06-01,,,157667,"Network Communications, Inc.",Media,True
"Network Communications, Inc.","Network Communications, Inc.",,,SPTRD201743,2015-06-01,157667,"Network Communications, Inc.",Media,True
Nevada Cogeneration Associates #2,Panamint Capital LLC,SPTRD1675707,2020-01-01,,,2256663,Nevada Cogeneration Associates #2,General Industrials,True
Nevada Cogeneration Associates #2,"Rockland Capital, LP",,,SPTRD1675707,2020-01-01,2256663,Nevada Cogeneration Associates #2,General Industrials,True
"New England Business Service, Inc.","TA Associates Management, L.P.",SPTRD1409720,1970-12-31,,,1034683,"New England Business Service, Inc.",Support Services (Industrial Goods and Services),False
"New England Business Service, Inc.","New England Business Service, Inc. (:NEB)",,,SPTRD1409720,1970-12-31,1034683,"New England Business Service, Inc.",Support Services (Industrial Goods and Services),False
"New Mexico Gas Company, Inc.","Bernhard Capital Partners Management, LP",SPTRD2095494,,,,1961267,"New Mexico Gas Company, Inc.",Utilities,False
"New Mexico Gas Company, Inc.",Emera Incorporated (TSX:EMA),,,SPTRD2095494,,1961267,"New Mexico Gas Company, Inc.",Utilities,False
"Newport Group, Inc.","Kelso & Company, L.P.",SPTRD1523858,2018-09-30,SPTRD1915891,2022-04-08,625331,"Newport Group, Inc.",Financial Services,False
"Newport Group, Inc.","Ascensus Group, LLC",SPTRD1915891,2022-04-08,,,625331,"Newport Group, Inc.",Financial Services,False
"Newport Group, Inc.",Stone Point Capital LLC,,,SPTRD1523858,2018-09-30,625331,"Newport Group, Inc.",Financial Services,False
"Nextel Partners, Inc.","Cascade Investment, L.L.C.",SPTRD411448,2002-11-27,,,1049238,"Nextel Partners, Inc.",Telecommunications,True
"Nextel Partners, Inc.",Eagle River Investments LLC,,,SPTRD411448,2002-11-27,1049238,"Nextel Partners, Inc.",Telecommunications,True
"NextG Networks, Inc.",Crown Castle Inc. (NYSE:CCI),SPTRD161198,2012-04-10,,,115736,"NextG Networks, Inc.",Telecommunications,False
"NextG Networks, Inc.",Accel Partners,SPTRD163892,2009-09-10,SPTRD161198,2012-04-10,115736,"NextG Networks, Inc.",Telecommunications,False
"NextG Networks, Inc.","Redpoint Management, LLC",SPTRD163892,2009-09-10,SPTRD161198,2012-04-10,115736,"NextG Networks, Inc.",Telecommunications,False
"NextG Networks, Inc.",Meritech Sub-Management Corporation,SPTRD163892,2009-09-10,SPTRD161198,2012-04-10,115736,"NextG Networks, Inc.",Telecommunications,False
"NextG Networks, Inc.","Madison Dearborn Partners, LLC",SPTRD163892,2009-09-10,SPTRD161198,2012-04-10,115736,"NextG Networks, Inc.",Telecommunications,False
"NextG Networks, Inc.",Crown Castle NG Networks LLC,,,SPTRD163892,2009-09-10,115736,"NextG Networks, Inc.",Telecommunications,False
"NextGen Healthcare, Inc.","Thoma Bravo Discover Fund IV, L.P.",SPTRD2042986,2023-11-09,,,10061,"NextGen Healthcare, Inc.",Health Care Equipment and Services,False
"NextGen Healthcare, Inc.","Thoma Bravo, L.P.",SPTRD2042986,2023-11-09,,,10061,"NextGen Healthcare, Inc.",Health Care Equipment and Services,False
"NextGen Healthcare, Inc.","NextGen Healthcare, Inc. (:NXGN)",,,SPTRD2042986,2023-11-09,10061,"NextGen Healthcare, Inc.",Health Care Equipment and Services,False
"NextMart, Inc.",Beijing Chinese Art Exposition Media Co. Ltd.,SPTRD480755,,,,47200,"NextMart, Inc.",Financial Services,True
"NextMart, Inc.",sunmedia Inc.,,,SPTRD480755,,47200,"NextMart, Inc.",Financial Services,True
"NextMart, Inc.",Redrock Capital Venture Ltd.,,,SPTRD480755,,47200,"NextMart, Inc.",Financial Services,True
"NextMedia Group, Inc.","Strategic Value Partners, LLC",SPTRD150301,2010-01-09,SPTRD446206,2014-02-10,1062663,"NextMedia Group, Inc.",Media,True
"NextMedia Group, Inc.","Angelo, Gordon & Co., L.P.",SPTRD150301,2010-01-09,SPTRD446206,2014-02-10,1062663,"NextMedia Group, Inc.",Media,True
"NextMedia Group, Inc.",Garrison Investment Group LP.,SPTRD446206,2014-02-10,,,1062663,"NextMedia Group, Inc.",Media,True
"NextMedia Group, Inc.",GoodCo Radio LLC,SPTRD446206,2014-02-10,,,1062663,"NextMedia Group, Inc.",Media,True
"NextMedia Group, Inc.","NextMedia Group, Inc.",,,SPTRD150301,2010-01-09,1062663,"NextMedia Group, Inc.",Media,True
"NextMedia Group, Inc.",Alta Equity Partners,,,SPTRD446206,2014-02-10,1062663,"NextMedia Group, Inc.",Media,True
"NextMedia Group, Inc.","Weston Presidio Service Company, LLC",,,SPTRD446206,2014-02-10,1062663,"NextMedia Group, Inc.",Media,True
NextWave Wireless Inc.,Newbury Ventures,SPTRD1401912,1997-06-30,,,39737,NextWave Wireless Inc.,Telecommunications,True
NextWave Wireless Inc.,NextWave Wireless Inc. (:WAVE),,,SPTRD1401912,1997-06-30,39737,NextWave Wireless Inc.,Telecommunications,True
"NextWeb, Inc.",U.S. TelePacific Corp.,SPTRD166850,2011-04-08,,,1043878,"NextWeb, Inc.",Telecommunications,True
"NextWeb, Inc.","MegaPath Networks, Inc.",,,SPTRD166850,2011-04-08,1043878,"NextWeb, Inc.",Telecommunications,True
"Noel-Levitz, Inc.","Ruffalo Noel Levitz, LLC.",SPTRD304615,2014-08-21,,,1028803,"Noel-Levitz, Inc.",Support Services (Industrial Goods and Services),True
"Noel-Levitz, Inc.",SLM Corporation (NASDAQGS:SLM),,,SPTRD134639,2007-07-28,1028803,"Noel-Levitz, Inc.",Support Services (Industrial Goods and Services),True
"Noel-Levitz, Inc.",Quad Partners LLC,,,SPTRD304615,2014-08-21,1028803,"Noel-Levitz, Inc.",Support Services (Industrial Goods and Services),True
"NorthStar Capital Market Services, Inc.","Alliance Student Loan Management, Inc.",SPTRD169031,2010-08-30,,,1159158,"NorthStar Capital Market Services, Inc.",Personal and Household Goods,True
"NorthStar Capital Market Services, Inc.","NorthStar Capital Market Services, Inc.",,,SPTRD169031,2010-08-30,1159158,"NorthStar Capital Market Services, Inc.",Personal and Household Goods,True
"Northwest Bancorporation, Inc.","First Interstate BancSystem, Inc. (NASDAQGS:FIBK)",SPTRD1428793,2018-08-16,,,51359,"Northwest Bancorporation, Inc.",Banks,True
"Northwest Bancorporation, Inc.","Northwest Bancorporation, Inc. (:NBCT)",,,SPTRD1428793,2018-08-16,51359,"Northwest Bancorporation, Inc.",Banks,True
"Northwest Plan Services, Inc.",WestView Capital Partners,SPTRD358613,2016-05-20,,,232165,"Northwest Plan Services, Inc.",Insurance,True
"Northwest Plan Services, Inc.","BB&T Capital Partners Mezzanine Fund II, LP",SPTRD358613,2016-05-20,,,232165,"Northwest Plan Services, Inc.",Insurance,True
"Northwest Plan Services, Inc.",Five Points Capital LLC,SPTRD358613,2016-05-20,,,232165,"Northwest Plan Services, Inc.",Insurance,True
"Northwest Plan Services, Inc.","Pine Tree Equity Management, LP",,,SPTRD358613,2016-05-20,232165,"Northwest Plan Services, Inc.",Insurance,True
"Northwest Plan Services, Inc.","Pine Tree Equity II, LP",,,SPTRD358613,2016-05-20,232165,"Northwest Plan Services, Inc.",Insurance,True
"Norwich Group, Inc.","Flexpoint Ford, LLC",SPTRD131222,2007-03-07,,,1273984,"Norwich Group, Inc.",Financial Services,True
"Norwich Group, Inc.",Norwich Group Inc.,,,SPTRD131222,2007-03-07,1273984,"Norwich Group, Inc.",Financial Services,True
"NPC Group, Inc.",GTCR LLC,SPTRD1074239,2006-10-10,SPTRD154457,2010-11-03,51208,"NPC Group, Inc.",Health Care Equipment and Services,True
"NPC Group, Inc.","Worldpay, LLC",SPTRD154457,2010-11-03,,,51208,"NPC Group, Inc.",Health Care Equipment and Services,True
"NPC Group, Inc.",BA Merchant Services LLC (:NAP),,,SPTRD1074239,2006-10-10,51208,"NPC Group, Inc.",Health Care Equipment and Services,True
"NPG Cable, Inc.","Cequel Communications Holdings I, LLC",SPTRD155491,2011-03-31,,,1058248,"NPG Cable, Inc.",Telecommunications,True
"NPG Cable, Inc.",News-Press & Gazette Company,,,SPTRD155491,2011-03-31,1058248,"NPG Cable, Inc.",Telecommunications,True
NRG Texas LLC,"Hellman & Friedman Capital Partners IV, L.P.",SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,Blackstone Inc. (NYSE:BX),SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,"TPG Capital, L.P.",SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,"Blackstone Capital Partners IV, L.P.",SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,"TPG Partners IV, L.P.",SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,KKR & Co. Inc. (NYSE:KKR),SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,Hellman & Friedman LLC,SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,"KKR Millennium Fund, L.P.",SPTRD513013,2005-04-13,,,299994,NRG Texas LLC,Utilities,True
NRG Texas LLC,"CenterPoint Energy, Inc. (NYSE:CNP)",,,SPTRD513013,2005-04-13,299994,NRG Texas LLC,Utilities,True
"NSM Insurance Group, Inc.","White Mountains Insurance Group, Ltd. (NYSE:WTM)",SPTRD1419613,2018-05-11,SPTRD1958803,2022-08-01,591500,"NSM Insurance Group, Inc.",Insurance,True
"NSM Insurance Group, Inc.",Carlyle Partners VIII,SPTRD1958803,2022-08-01,,,591500,"NSM Insurance Group, Inc.",Insurance,True
"NSM Insurance Group, Inc.",The Carlyle Group Inc. (NASDAQGS:CG),SPTRD1958803,2022-08-01,,,591500,"NSM Insurance Group, Inc.",Insurance,True
"NSM Insurance Group, Inc.","Nsm Investments, Inc.",SPTRD200755,2015-03-31,,,591500,"NSM Insurance Group, Inc.",Insurance,True
"NSM Insurance Group, Inc.","ABRY Partners, LLC",SPTRD215121,2016-08-31,SPTRD200755,2015-03-31,591500,"NSM Insurance Group, Inc.",Insurance,True
"NSM Insurance Group, Inc.","American International Group, Inc. (NYSE:AIG)",,,SPTRD215121,2016-08-31,591500,"NSM Insurance Group, Inc.",Insurance,True
"NSM Insurance Group, Inc.","NSM Insurance Group, LLC",,,SPTRD1419613,2018-05-11,591500,"NSM Insurance Group, Inc.",Insurance,True
NTELOS Holdings Corp.,Quadrangle Capital Partners LP,SPTRD135977,2007-12-21,,,9249,NTELOS Holdings Corp.,Telecommunications,True
NTELOS Holdings Corp.,Shenandoah Telecommunications Company (NASDAQGS:SHEN),SPTRD204684,2016-05-06,,,9249,NTELOS Holdings Corp.,Telecommunications,True
NTELOS Holdings Corp.,Citigroup Inc. (NYSE:C),,,SPTRD135977,2007-12-21,9249,NTELOS Holdings Corp.,Telecommunications,True
NTELOS Holdings Corp.,NTELOS Holdings Corp. (:NTLS),,,SPTRD204684,2016-05-06,9249,NTELOS Holdings Corp.,Telecommunications,True
nTelos Inc.,Quadrangle Group LLC,SPTRD685864,2005-05-02,,,2194478,nTelos Inc.,Telecommunications,True
nTelos Inc.,"Court Square Capital Management, L.P.",SPTRD685864,2005-05-02,,,2194478,nTelos Inc.,Telecommunications,True
nTelos Inc.,Quadrangle Capital Partners LP,SPTRD685864,2005-05-02,,,2194478,nTelos Inc.,Telecommunications,True
nTelos Inc.,Capital Research and Management Company,,,SPTRD685864,2005-05-02,2194478,nTelos Inc.,Telecommunications,True
nTelos Inc.,"Welsh, Carson, Anderson & Stowe, L.P.",,,SPTRD685864,2005-05-02,2194478,nTelos Inc.,Telecommunications,True
nTelos Inc.,Metalmark Capital LLC,,,SPTRD685864,2005-05-02,2194478,nTelos Inc.,Telecommunications,True
nTelos Inc.,"Welsh, Carson, Anderson & Stowe VIII, L.P.",,,SPTRD685864,2005-05-02,2194478,nTelos Inc.,Telecommunications,True
"NTS Communications, Inc.","Clarity Telecom, LLC d/b/a Vast Broadband",SPTRD1527157,2019-09-03,,,1044233,"NTS Communications, Inc.",Telecommunications,True
"NTS Communications, Inc.",Tower Three Partners LLC,,,SPTRD1527157,2019-09-03,1044233,"NTS Communications, Inc.",Telecommunications,True
"Nuveen Investments, Inc.","Madison Dearborn Partners, LLC",SPTRD133007,2007-11-13,,,5219,"Nuveen Investments, Inc.",Financial Services,False
"Nuveen Investments, Inc.","Nuveen Investments, Inc. (:JNC)",,,SPTRD133007,2007-11-13,5219,"Nuveen Investments, Inc.",Financial Services,False
"NuVox Communications, Inc.","Windstream Holdings II, LLC (:WINM.Q)",SPTRD148718,2010-02-08,,,6520,"NuVox Communications, Inc.",Support Services (Industrial Goods and Services),False
"NuVox Communications, Inc.","Windstream NuVox, LLC",,,SPTRD148718,2010-02-08,6520,"NuVox Communications, Inc.",Support Services (Industrial Goods and Services),False
NYSE Euronext,"Intercontinental Exchange, Inc. (NYSE:ICE)",SPTRD168546,2013-11-12,,,14866,NYSE Euronext,Financial Services,False
NYSE Euronext,NYSE Holdings LLC (:NYX),,,SPTRD168546,2013-11-12,14866,NYSE Euronext,Financial Services,False
"Obopay, Inc.","OBP Investments, Inc.",SPTRD482749,2012-12-31,,,1228633,"Obopay, Inc.",Software and Computer Services | Financial Services,True
"Obopay, Inc.",Onset Ventures,,,SPTRD482749,2012-12-31,1228633,"Obopay, Inc.",Software and Computer Services | Financial Services,True
"Obopay, Inc.",Qualcomm Ventures LLC,,,SPTRD482749,2012-12-31,1228633,"Obopay, Inc.",Software and Computer Services | Financial Services,True
"Obopay, Inc.",Onset Ventures V,,,SPTRD482749,2012-12-31,1228633,"Obopay, Inc.",Software and Computer Services | Financial Services,True
"Obopay, Inc.","Redpoint Management, LLC",,,SPTRD482749,2012-12-31,1228633,"Obopay, Inc.",Software and Computer Services | Financial Services,True
"Obopay, Inc.",Nokia Oyj (HLSE:NOKIA),,,SPTRD482749,2012-12-31,1228633,"Obopay, Inc.",Software and Computer Services | Financial Services,True
