,Company,Target ID,Target,Year,PE_Firm,PE-backed,reprisk_id,current_RRI,RRI_trend,peak_RRI,peak_RRI_date,RepRisk_rating,country_sector_average,environmental_percentage,social_percentage,governance_percentage,headquarter_country_code,sectors
7751,"GEI Financial Services, Inc.",4029045,"GEI Financial Services, Inc.",2016,[],0,96149,0,0,0,2014-05-01,AA,21,0%,0%,0%,US,Financial Services
7752,"GEI Financial Services, Inc.",4029045,"GEI Financial Services, Inc.",2017,[],0,96149,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7753,"GEI Financial Services, Inc.",4029045,"GEI Financial Services, Inc.",2018,[],0,96149,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
7754,"GEI Financial Services, Inc.",4029045,"GEI Financial Services, Inc.",2019,[],0,96149,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
7755,"GEI Financial Services, Inc.",4029045,"GEI Financial Services, Inc.",2020,[],0,96149,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
7756,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2007,[],0,395,9,-1,36,2006-11-16,BBB,29,0%,0%,100%,US,Food and Beverage
7757,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2008,[],0,395,21,-2,34,2008-02-28,BBB,28,100%,0%,0%,US,Food and Beverage
7758,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2009,[],0,395,16,-1,37,2009-02-25,A,22,75%,0%,25%,US,Food and Beverage
7759,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2010,[],0,395,25,-4,37,2009-02-25,BB,38,44%,44%,12%,US,Food and Beverage
7760,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2011,[],0,395,20,-1,29,2010-06-24,BB,42,45%,45%,10%,US,Food and Beverage
7761,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2012,[],0,395,25,1,28,2012-08-06,AA,20,29%,43%,28%,US,Food and Beverage
7762,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2013,[],0,395,32,-13,53,2013-10-29,B,33,33%,41%,26%,US,Food and Beverage
7763,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2014,[],0,395,37,1,53,2013-10-29,B,33,33%,37%,30%,US,Food and Beverage
7764,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2015,[],0,395,35,-11,46,2014-07-01,BB,33,28%,34%,38%,US,Food and Beverage
7765,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2016,[],0,395,39,6,58,2016-07-18,B,22,33%,25%,42%,US,Food and Beverage
7766,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2017,[],0,395,31,3,58,2016-07-18,B,29,36%,23%,41%,US,Food and Beverage
7767,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2018,[],0,395,26,-3,46,2017-01-31,BB,33,33%,33%,34%,US,Food and Beverage
7768,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2019,[],0,395,36,-12,55,2019-11-01,B,30,59%,22%,19%,US,Food and Beverage
7769,"General Mills, Inc. (NYSE:GIS)",4096376,"General Mills, Inc. (NYSE:GIS)",2020,[],0,395,23,-2,55,2019-11-01,B,30,59%,21%,20%,US,Food and Beverage
7770,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2007,[],0,105677,0,0,0,,AA,23,0%,0%,0%,US,Oil and Gas
7771,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2008,[],0,105677,0,0,0,,AA,23,0%,0%,0%,US,Oil and Gas
7772,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2009,[],0,105677,0,0,0,,AA,23,0%,0%,0%,US,Oil and Gas
7773,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2010,[],0,105677,0,0,0,,AA,24,0%,0%,0%,US,Oil and Gas
7774,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2011,[],0,105677,12,-1,32,2011-02-06,A,24,50%,50%,0%,US,Oil and Gas
7775,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2012,[],0,105677,0,0,32,2011-02-06,A,23,50%,50%,0%,US,Oil and Gas
7776,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2013,[],0,105677,23,-2,40,2013-02-22,BBB,23,50%,50%,0%,US,Oil and Gas
7777,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2014,[],0,105677,24,-2,40,2013-02-22,B,40,46%,46%,8%,US,Oil and Gas
7778,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2015,[],0,105677,8,-1,37,2014-09-01,BB,41,45%,45%,10%,US,Oil and Gas
7779,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2016,[],0,105677,0,0,24,2015-01-01,BBB,40,0%,0%,0%,US,Oil and Gas
7780,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2017,[],0,105677,0,0,8,2016-01-01,BBB,40,0%,0%,0%,US,Oil and Gas
7781,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2018,[],0,105677,0,0,0,2016-05-31,A,30,0%,0%,0%,US,Oil and Gas
7782,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2019,[],0,105677,0,0,0,,AA,22,0%,0%,0%,US,Oil and Gas
7783,Genie Energy Ltd. (NYSE:GNE),4771139,Genie Energy Ltd. (NYSE:GNE),2020,[],0,105677,0,0,0,,AA,25,0%,0%,0%,US,Oil and Gas
7784,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2007,[],0,18452,0,0,0,,AA,23,0%,0%,0%,US,Oil and Gas
7785,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2008,[],0,18452,0,0,0,,AA,23,0%,0%,0%,US,Oil and Gas
7786,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2009,[],0,18452,0,0,0,,AA,23,0%,0%,0%,US,Oil and Gas
7787,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2010,[],0,18452,0,0,0,,AA,24,0%,0%,0%,US,Oil and Gas
7788,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2011,[],0,18452,24,-3,47,2011-09-30,BB,24,0%,100%,0%,US,Oil and Gas
7789,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2012,[],0,18452,12,-1,47,2011-09-30,BB,23,0%,100%,0%,US,Oil and Gas
7790,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2013,[],0,18452,0,0,35,2012-01-23,A,23,0%,100%,0%,US,Oil and Gas
7791,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2014,[],0,18452,0,0,12,2012-12-31,AA,23,0%,0%,0%,US,Oil and Gas
7792,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2015,[],0,18452,0,0,0,2013-08-31,AA,21,0%,0%,0%,US,Oil and Gas
7793,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2016,[],0,18452,0,0,0,,AA,20,0%,0%,0%,US,Oil and Gas
7794,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2017,[],0,18452,0,0,0,,AA,21,0%,0%,0%,US,Oil and Gas
7795,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2018,[],0,18452,0,0,0,,AA,22,0%,0%,0%,US,Oil and Gas
7796,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2019,[],0,18452,0,0,0,,AA,22,0%,0%,0%,US,Oil and Gas
7797,Geokinetics Inc. (OTCPK:GOK),4209724,Geokinetics Inc. (OTCPK:GOK),2020,[],0,18452,0,0,0,,AA,25,0%,0%,0%,US,Oil and Gas
7798,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2007,[],0,136249,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7799,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2008,[],0,136249,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7800,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2009,[],0,136249,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7801,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2010,[],0,136249,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7802,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2011,[],0,136249,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7803,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2012,[],0,136249,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7804,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2013,[],0,136249,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7805,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2014,[],0,136249,21,-1,46,2014-07-21,BBB,22,0%,0%,100%,US,Financial Services
7806,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2015,[],0,136249,4,-2,46,2014-07-21,BBB,21,0%,0%,100%,US,Financial Services
7807,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2016,[],0,136249,0,0,21,2015-01-01,AA,21,0%,0%,0%,US,Financial Services
7808,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2017,[],0,136249,0,0,4,2016-01-01,AA,22,0%,0%,0%,US,Financial Services
7809,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2018,[],0,136249,0,0,0,2016-02-29,AA,23,0%,0%,0%,US,Financial Services
7810,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2019,[],0,136249,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
7811,"George Weiss Associates, Inc.",4048809,"George Weiss Associates, Inc.",2020,[],0,136249,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
7812,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2007,[],0,14465,0,0,0,,AA,23,0%,0%,0%,US,Mining
7813,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2008,[],0,14465,0,0,0,,AA,23,0%,0%,0%,US,Mining
7814,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2009,[],0,14465,0,0,0,,AA,21,0%,0%,0%,US,Mining
7815,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2010,[],0,14465,15,-2,40,2010-03-28,BBB,24,50%,50%,0%,US,Mining
7816,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2011,[],0,14465,16,-1,40,2010-03-28,BBB,24,50%,50%,0%,US,Mining
7817,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2012,[],0,14465,0,-1,30,2011-05-05,A,24,50%,50%,0%,US,Mining
7818,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2013,[],0,14465,10,-1,21,2013-04-26,BBB,45,0%,0%,100%,US,Mining
7819,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2014,[],0,14465,27,27,27,2014-12-20,BBB,36,33%,0%,67%,US,Mining
7820,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2015,[],0,14465,9,-2,27,2014-12-20,BBB,35,50%,0%,50%,US,Mining
7821,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2016,[],0,14465,0,0,27,2015-01-01,BB,49,0%,0%,0%,US,Mining
7822,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2017,[],0,14465,10,-1,20,2017-05-02,BB,50,0%,0%,0%,US,Mining
7823,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2018,[],0,14465,0,0,20,2017-05-02,AA,21,0%,0%,0%,US,Mining
7824,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2019,[],0,14465,0,0,10,2017-12-31,AA,22,0%,0%,0%,US,Mining
7825,Geovic Mining Corp. (OTCPK:GVCM),4350425,Geovic Mining Corp. (OTCPK:GVCM),2020,[],0,14465,0,0,0,2018-07-01,AA,25,0%,0%,0%,US,Mining
7826,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2007,[],0,21452,0,0,0,,AA,24,0%,0%,0%,US,Oil and Gas | Retail
7827,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2008,[],0,21452,0,0,0,,AA,24,0%,0%,0%,US,Oil and Gas | Retail
7828,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2009,[],0,21452,0,0,0,,AA,23,0%,0%,0%,US,Oil and Gas | Retail
7829,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2010,[],0,21452,0,0,0,,AA,22,0%,0%,0%,US,Oil and Gas | Retail
7830,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2011,[],0,21452,0,0,0,,AA,22,0%,0%,0%,US,Oil and Gas | Retail
7831,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2012,[],0,21452,0,0,0,,AA,21,0%,0%,0%,US,Oil and Gas | Retail
7832,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2013,[],0,21452,0,0,0,,AA,22,0%,0%,0%,US,Oil and Gas | Retail
7833,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2014,[],0,21452,0,0,0,,AA,22,0%,0%,0%,US,Oil and Gas | Retail
7834,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2015,[],0,21452,0,0,0,,AA,20,0%,0%,0%,US,Oil and Gas | Retail
7835,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2016,[],0,21452,0,0,0,,AA,20,0%,0%,0%,US,Oil and Gas | Retail
7836,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2017,[],0,21452,0,0,0,,AA,21,0%,0%,0%,US,Oil and Gas | Retail
7837,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2018,[],0,21452,18,-1,26,2018-07-18,AA,22,100%,0%,0%,US,Oil and Gas | Retail
7838,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2019,[],0,21452,1,-2,26,2018-07-18,AA,22,100%,0%,0%,US,Oil and Gas | Retail
7839,Getty Petroleum Marketing Inc. (NYSE:GPM),4010630,Getty Petroleum Marketing Inc. (NYSE:GPM),2020,[],0,21452,0,0,18,2019-01-01,AA,25,0%,0%,0%,US,Oil and Gas | Retail
7840,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2007,[],0,14637,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7841,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2008,[],0,14637,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7842,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2009,[],0,14637,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7843,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2010,[],0,14637,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7844,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2011,[],0,14637,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7845,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2012,[],0,14637,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7846,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2013,[],0,14637,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7847,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2014,[],0,14637,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7848,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2015,[],0,14637,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
7849,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2016,[],0,14637,0,0,0,,AA,21,0%,0%,0%,US,Financial Services
7850,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2017,[],0,14637,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7851,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2018,[],0,14637,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
7852,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2019,[],0,14637,0,0,0,,AA,23,0%,0%,0%,US,Financial Services
7853,Getty Realty Corp. (NYSE:GTY),4066492,Getty Realty Corp. (NYSE:GTY),2020,[],0,14637,20,-2,32,2020-08-08,A,26,100%,0%,0%,US,Financial Services
7854,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2007,[],0,10877,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7855,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2008,[],0,10877,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7856,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2009,[],0,10877,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7857,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2010,[],0,10877,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7858,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2011,[],0,10877,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7859,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2012,[],0,10877,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7860,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2013,[],0,10877,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7861,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2014,[],0,10877,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7862,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2015,[],0,10877,26,-10,36,2015-11-23,A,21,0%,0%,100%,US,Financial Services
7863,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2016,[],0,10877,9,-1,36,2015-11-23,A,21,0%,0%,100%,US,Financial Services
7864,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2017,[],0,10877,0,0,26,2016-01-01,AA,22,0%,0%,0%,US,Financial Services
7865,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2018,[],0,10877,0,0,9,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
7866,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2019,[],0,10877,0,0,0,2017-06-30,AA,23,0%,0%,0%,US,Financial Services
7867,GFI Group Inc. (OTCPK:GFIG),4093361,GFI Group Inc. (OTCPK:GFIG),2020,[],0,10877,0,0,0,,AA,26,0%,0%,0%,US,Financial Services
7868,"GGCP, Inc.",4087048,"GGCP, Inc.",2007,[],0,187863,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7869,"GGCP, Inc.",4087048,"GGCP, Inc.",2008,[],0,187863,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7870,"GGCP, Inc.",4087048,"GGCP, Inc.",2009,[],0,187863,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7871,"GGCP, Inc.",4087048,"GGCP, Inc.",2010,[],0,187863,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7872,"GGCP, Inc.",4087048,"GGCP, Inc.",2011,[],0,187863,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7873,"GGCP, Inc.",4087048,"GGCP, Inc.",2012,[],0,187863,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7874,"GGCP, Inc.",4087048,"GGCP, Inc.",2013,[],0,187863,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7875,"GGCP, Inc.",4087048,"GGCP, Inc.",2014,[],0,187863,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
7876,"GGCP, Inc.",4087048,"GGCP, Inc.",2015,[],0,187863,18,-1,20,2015-11-01,AA,21,0%,0%,0%,US,Financial Services
7877,"GGCP, Inc.",4087048,"GGCP, Inc.",2016,[],0,187863,20,3,24,2016-06-16,AA,21,0%,0%,0%,US,Financial Services
7878,"GGCP, Inc.",4087048,"GGCP, Inc.",2017,[],0,187863,12,-1,24,2016-06-16,AA,22,0%,100%,0%,US,Financial Services
7879,"GGCP, Inc.",4087048,"GGCP, Inc.",2018,[],0,187863,19,11,22,2017-05-23,AA,23,0%,100%,0%,US,Financial Services
7880,"GGCP, Inc.",4087048,"GGCP, Inc.",2019,[],0,187863,2,-2,19,2018-03-07,AA,23,0%,0%,0%,US,Financial Services
7881,"GGCP, Inc.",4087048,"GGCP, Inc.",2020,[],0,187863,0,0,19,2019-01-01,AA,26,0%,0%,0%,US,Financial Services
7882,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2007,[],0,74360,0,0,0,,AA,22,0%,0%,0%,US,Banks | Financial Services
7883,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2008,[],0,74360,0,0,0,,AA,22,0%,0%,0%,US,Banks | Financial Services
7884,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2009,[],0,74360,0,0,0,,AA,20,0%,0%,0%,US,Banks | Financial Services
7885,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2010,[],0,74360,0,0,0,,AA,20,0%,0%,0%,US,Banks | Financial Services
7886,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2011,[],0,74360,0,0,0,,AA,20,0%,0%,0%,US,Banks | Financial Services
7887,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2012,[],0,74360,13,-1,32,2012-02-28,A,21,0%,0%,100%,US,Banks | Financial Services
7888,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2013,[],0,74360,0,0,32,2012-02-28,A,23,0%,0%,100%,US,Banks | Financial Services
7889,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2014,[],0,74360,8,-2,20,2014-04-02,AA,23,0%,0%,100%,US,Banks | Financial Services
7890,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2015,[],0,74360,0,0,20,2014-04-02,AA,22,0%,0%,100%,US,Banks | Financial Services
7891,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2016,[],0,74360,33,19,33,2016-12-26,A,22,0%,0%,100%,US,Banks | Financial Services
7892,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2017,[],0,74360,18,-1,33,2016-12-26,A,23,0%,0%,100%,US,Banks | Financial Services
7893,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2018,[],0,74360,1,-2,33,2016-12-31,A,24,0%,0%,100%,US,Banks | Financial Services
7894,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2019,[],0,74360,0,0,18,2017-12-31,AA,24,0%,0%,0%,US,Banks | Financial Services
7895,Gibraltar Private Bank & Trust Co.,1002966,Gibraltar Private Bank & Trust Co.,2020,[],0,74360,0,0,1,2019-01-01,AA,27,0%,0%,0%,US,Banks | Financial Services
7896,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2007,[],0,7401,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7897,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2008,[],0,7401,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
7898,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2009,[],0,7401,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
7899,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2010,[],0,7401,13,-1,32,2010-03-01,A,19,0%,0%,100%,US,Financial Services
7900,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2011,[],0,7401,0,0,32,2010-03-01,A,19,0%,0%,100%,US,Financial Services
7901,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2012,[],0,7401,0,0,13,2011-01-01,AA,20,0%,0%,0%,US,Financial Services
7902,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2013,[],0,7401,27,12,36,2013-02-27,A,19,0%,0%,100%,US,Financial Services
7903,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2014,[],0,7401,9,-2,36,2013-02-27,A,19,0%,0%,100%,US,Financial Services
7904,"GLG Partners, Inc. (NYSE:GLG)",4189276,"GLG Partners, Inc. (NYSE:GLG)",2015,[],0,7401,20,-1,27,2013-12-31,AA,17,0%,50%,50%,US,Financial Services
